@relation 'Features file for properties'

@attribute URI1 string
@attribute URI2 string
@attribute SIM1-labels numeric
@attribute SIM2-comments numeric
@attribute SIM3-equiv numeric
@attribute SIM4-sub numeric
@attribute SIM5-super numeric
@attribute SIM6-directSuper numeric
@attribute SIM7-directSub numeric
@attribute SIM8-dom numeric
@attribute SIM9-directDom numeric
@attribute SIM10-ranges numeric
@attribute reference numeric

@data
http://cmt_en#op-3715253-7341884,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-0261939-6958814,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-2674759-3900303,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-7822155-2346526,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-6283707-9260731,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-8724798-7163354,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-8575895-0911006,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1415642-7736735,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-7848370-1577514,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-0455003-6077543,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-2852745-7435295,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-8994929-8698791,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-8503855-9022324,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-9145996-5514392,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-4309011-4113368,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1997920-3046898,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-4850171-5907708,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1536122-6298582,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-7669016-6331082,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-4692979-9121254,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-7312475-4843858,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-1648737-1451089,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-1830157-2457934,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-1689293-3812948,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-0531196-9778108,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-6218326-5775008,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-7592571-9671564,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-7385850-0767179,http://conference_es#op-3657553-1806421,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-0102687-5392298,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-2352672-2684910,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-4815057-3921498,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-0491014-8723432,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-2649033-9712859,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.434554,0,0,0
http://cmt_en#op-5548425-1932115,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-7075044-5167613,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-6143522-2877268,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-1288474-9125864,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-0644404-7231162,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.466358,0,0,0
http://cmt_en#op-7452997-4133095,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-6746253-0545056,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.434554,0,0,0
http://cmt_en#op-5999633-4351656,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-9779608-5108867,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-5714477-9488711,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-2958559-8395926,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-2611597-4191733,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.451992,0,0,0
http://cmt_en#op-1581958-6116705,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-6688605-5254034,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-7758730-0930874,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-4204612-8254155,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-0563197-2956391,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-3673731-3704063,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-4706944-2787728,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.451992,0,0,0
http://cmt_en#op-9305729-7081388,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-4999283-7971326,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-3741712-7753689,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.315384,0,0,0
http://cmt_en#op-4931010-8867602,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-3343741-2145006,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.589416,0,0,0
http://cmt_en#op-2798366-1946309,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.434554,0,0,0
http://cmt_en#op-1599762-7967134,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-3715253-7341884,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.497729,0,0,0
http://cmt_en#op-0261939-6958814,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-2674759-3900303,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-7822155-2346526,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.434554,0,0,0
http://cmt_en#op-6283707-9260731,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-8724798-7163354,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.434554,0,0,0
http://cmt_en#op-8575895-0911006,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1415642-7736735,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-7848370-1577514,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-0455003-6077543,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#op-2852745-7435295,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-8994929-8698791,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.434554,0,0,0
http://cmt_en#op-8503855-9022324,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#op-9145996-5514392,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-4309011-4113368,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1997920-3046898,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-4850171-5907708,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.403865,0,0,0
http://cmt_en#op-1536122-6298582,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.151408,0,0,0
http://cmt_en#ent-7669016-6331082,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-4692979-9121254,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#ent-7312475-4843858,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#ent-1648737-1451089,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.466358,0,0,0
http://cmt_en#ent-1830157-2457934,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#ent-1689293-3812948,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#ent-0531196-9778108,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-6218326-5775008,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#ent-7592571-9671564,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.524142,0,0,0
http://cmt_en#ent-7385850-0767179,http://conference_es#op-0517106-3619235,0,0,0,0,0,0,0,0.519184,0,0,0
http://cmt_en#op-0102687-5392298,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-2352672-2684910,http://conference_es#op-8823735-3544798,0.367359,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-4815057-3921498,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-0491014-8723432,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-2649033-9712859,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.560707,0.3041,0,0
http://cmt_en#op-5548425-1932115,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-7075044-5167613,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-6143522-2877268,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-1288474-9125864,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-0644404-7231162,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.834627,0.90778,0,0
http://cmt_en#op-7452997-4133095,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-6746253-0545056,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.560707,0.3041,0,0
http://cmt_en#op-5999633-4351656,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-9779608-5108867,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-5714477-9488711,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-2958559-8395926,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-2611597-4191733,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.611973,0.382864,0,0
http://cmt_en#op-1581958-6116705,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-6688605-5254034,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-7758730-0930874,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-4204612-8254155,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-0563197-2956391,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-3673731-3704063,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-4706944-2787728,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.611973,0.382864,0,0
http://cmt_en#op-9305729-7081388,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-4999283-7971326,http://conference_es#op-8823735-3544798,0.406326,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-3741712-7753689,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.279262,0.160343,0,0
http://cmt_en#op-4931010-8867602,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-3343741-2145006,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.282963,0.124575,0,0
http://cmt_en#op-2798366-1946309,http://conference_es#op-8823735-3544798,0.367359,0,0,0,0,0,0,0.560707,0.3041,0,0
http://cmt_en#op-1599762-7967134,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-3715253-7341884,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.663091,0,0,0
http://cmt_en#op-0261939-6958814,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-2674759-3900303,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-7822155-2346526,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.560707,0.3041,0,0
http://cmt_en#op-6283707-9260731,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-8724798-7163354,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.560707,0.3041,0,0
http://cmt_en#op-8575895-0911006,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1415642-7736735,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-7848370-1577514,http://conference_es#op-8823735-3544798,0.377674,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-0455003-6077543,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#op-2852745-7435295,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-8994929-8698791,http://conference_es#op-8823735-3544798,0.392184,0,0,0,0,0,0,0.560707,0.3041,0,0
http://cmt_en#op-8503855-9022324,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#op-9145996-5514392,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-4309011-4113368,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-1997920-3046898,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-4850171-5907708,http://conference_es#op-8823735-3544798,0.192118,0,0,0,0,0,0,0.507533,0.202301,0,0
http://cmt_en#op-1536122-6298582,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.457621,0.320486,0,0
http://cmt_en#ent-7669016-6331082,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-4692979-9121254,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#ent-7312475-4843858,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#ent-1648737-1451089,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.834627,0.90778,0,0
http://cmt_en#ent-1830157-2457934,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#ent-1689293-3812948,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#ent-0531196-9778108,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#ent-6218326-5775008,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#ent-7592571-9671564,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.290947,0.134893,0,0
http://cmt_en#ent-7385850-0767179,http://conference_es#op-8823735-3544798,0,0,0,0,0,0,0,0.343636,0.172887,0,0
http://cmt_en#op-0102687-5392298,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0,0
http://cmt_en#op-2352672-2684910,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.357885,0
http://cmt_en#op-4815057-3921498,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.494373,0
http://cmt_en#op-0491014-8723432,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0.37924,0
http://cmt_en#op-2649033-9712859,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.277552,0.277552,0.246137,0
http://cmt_en#op-5548425-1932115,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0,0,0.246137,0
http://cmt_en#op-7075044-5167613,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.494373,0
http://cmt_en#op-6143522-2877268,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0.37924,0
http://cmt_en#op-1288474-9125864,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.494373,0
http://cmt_en#op-0644404-7231162,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.53367,0.249347,0.357074,0
http://cmt_en#op-7452997-4133095,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.26968,0
http://cmt_en#op-6746253-0545056,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.277552,0.277552,0.363545,0
http://cmt_en#op-5999633-4351656,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.246137,0
http://cmt_en#op-9779608-5108867,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.357885,0
http://cmt_en#op-5714477-9488711,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.37924,0
http://cmt_en#op-2958559-8395926,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.357885,0
http://cmt_en#op-2611597-4191733,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.384964,0.305323,0.246137,0
http://cmt_en#op-1581958-6116705,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-6688605-5254034,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.494373,0
http://cmt_en#op-7758730-0930874,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.280037,0
http://cmt_en#op-4204612-8254155,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0.37924,0
http://cmt_en#op-0563197-2956391,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.37924,0
http://cmt_en#op-3673731-3704063,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.494373,0
http://cmt_en#op-4706944-2787728,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.384964,0.305323,0.246137,0
http://cmt_en#op-9305729-7081388,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.494373,0
http://cmt_en#op-4999283-7971326,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0,0
http://cmt_en#op-3741712-7753689,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.231497,0.231497,0.357885,0
http://cmt_en#op-4931010-8867602,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0,0,0.363545,0
http://cmt_en#op-3343741-2145006,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.110449,0.164722,0.357885,0
http://cmt_en#op-2798366-1946309,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.277552,0.277552,0,0
http://cmt_en#op-1599762-7967134,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0,0
http://cmt_en#op-3715253-7341884,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.387743,0,0.494373,0
http://cmt_en#op-0261939-6958814,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#op-2674759-3900303,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0.37924,0
http://cmt_en#op-7822155-2346526,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.277552,0.277552,0.37924,0
http://cmt_en#op-6283707-9260731,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0.37924,0
http://cmt_en#op-8724798-7163354,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.277552,0.277552,0.246137,0
http://cmt_en#op-8575895-0911006,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0,0,0.357885,0
http://cmt_en#op-1415642-7736735,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.320849,0
http://cmt_en#op-7848370-1577514,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0.246137,0
http://cmt_en#op-0455003-6077543,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.265655,0.265655,0,0
http://cmt_en#op-2852745-7435295,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0,0
http://cmt_en#op-8994929-8698791,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.277552,0.277552,0.320849,0
http://cmt_en#op-8503855-9022324,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.129535,0.129535,0.434997,0
http://cmt_en#op-9145996-5514392,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0.317121,0.317121,0.37924,0
http://cmt_en#op-4309011-4113368,http://conference_es#op-1163818-3752627,0,0,0,0,0,0,0,0,0,0.37924,0
