@relation 'Features file for classes'

@attribute URI1 string
@attribute URI2 string
@attribute SIM1-labels numeric
@attribute SIM2-comments numeric
@attribute SIM3-equiv numeric
@attribute SIM4-sub numeric
@attribute SIM5-super numeric
@attribute SIM6-directSuper numeric
@attribute SIM7-directSub numeric
@attribute SIM8-prop numeric
@attribute SIM9-directProp numeric
@attribute SIM10-related numeric
@attribute reference numeric

@data
http://cmt_en#c-8066557-3199962,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-4702276-9233250,0.15517,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-4702276-9233250,0.598764,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.321939,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-4702276-9233250,0.383218,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-4702276-9233250,0.354411,0,0,0,0,0,0,0,0,0.23752,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-4702276-9233250,0.392273,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-4702276-9233250,0.4092,0,0,0,0,0,0,0,0,0.320486,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-4702276-9233250,0.300656,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.23752,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.412817,1
http://cmt_en#c-8313706-4430806,http://conference_es#c-4702276-9233250,0.344712,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-4702276-9233250,0,0,0,0,0,0,0,0,0,0.350848,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-9608794-0622137,0.206104,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-9608794-0622137,0.270194,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-9608794-0622137,0.477814,0,0,0,0,0,0,0.117044,0.117044,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0.315552,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-9608794-0622137,0.427101,0,0,0,0,0,0,0.286474,0.286474,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-9608794-0622137,0.323762,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-9608794-0622137,0.415331,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-9608794-0622137,0.284318,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-9608794-0622137,0.154118,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-9608794-0622137,0.063769,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-9608794-0622137,0.166268,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-9608794-0622137,0.384472,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-9608794-0622137,0.275063,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-9608794-0622137,0.317255,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-9608794-0622137,0.620918,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-9608794-0622137,0.541332,0,0,0,0,0,0,0.315552,0.315552,0,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-9608794-0622137,0.20256,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-9608794-0622137,0.199013,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-9608794-0622137,0.224527,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-9608794-0622137,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-7081359-7481754,0.314441,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-7081359-7481754,0.214871,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.29253,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-7081359-7481754,0.287427,0,0,0,0,0,0,0,0,0.219914,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-7081359-7481754,0.150686,0,0,0,0,0,0,0,0,0.239806,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-7081359-7481754,0.54684,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-7081359-7481754,0.230099,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-7081359-7481754,0.262229,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-7081359-7481754,0.448142,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-7081359-7481754,0.064912,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-7081359-7481754,0.353749,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-7081359-7481754,0.237269,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-7081359-7481754,0.504748,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.321939,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-7081359-7481754,0.385605,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-7081359-7481754,0.294887,0,0,0,0,0,0,0,0,0.23752,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-7081359-7481754,0.323151,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-7081359-7481754,0.52819,0,0,0,0,0,0,0,0,0.320486,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-7081359-7481754,0.372291,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.23752,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-7081359-7481754,0.395058,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-7081359-7481754,0,0,0,0,0,0,0,0,0,0.350848,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-4907336-8959086,0.248215,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-4907336-8959086,0.186658,0,0,0,0,0,0,0,0,0.378619,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.513255,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.444526,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-4907336-8959086,0.195082,0,0,0,0,0,0,0,0,0.445065,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.506635,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-4907336-8959086,0.310035,0,0,0,0,0,0,0,0,0.448099,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-4907336-8959086,0.338257,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-4907336-8959086,0.411924,0,0,0,0,0,0,0,0,0.378619,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-4907336-8959086,0.19963,0,0,0,0,0,0,0,0,0.305391,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-4907336-8959086,0.148476,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-4907336-8959086,0.177826,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-4907336-8959086,0.239525,0,0,0,0,0,0,0,0,0.305391,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.444526,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-4907336-8959086,0.245422,0,0,0,0,0,0,0,0,0.378619,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-4907336-8959086,0.3013,0,0,0,0,0,0,0,0,0.305391,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.468187,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-4907336-8959086,0.301073,0,0,0,0,0,0,0,0,0.390935,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-4907336-8959086,0.170322,0,0,0,0,0,0,0,0,0.46348,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-4907336-8959086,0.278794,0,0,0,0,0,0,0,0,0.506635,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-4907336-8959086,0.417561,0,0,0,0,0,0,0,0,0.237665,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-4907336-8959086,0.151095,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.46348,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.390935,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-4907336-8959086,0.26917,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.444526,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.390935,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-4907336-8959086,0,0,0,0,0,0,0,0,0,0.428637,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.29253,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.219914,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.239806,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.321939,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.237519,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.320486,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.237519,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-0196112-1947790,0,0,0,0,0,0,0,0,0,0.350848,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-2484432-1939050,0.156493,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-2484432-1939050,0.354478,0,0,0,0,0,0,0,0,0.357074,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-2484432-1939050,0,0,0,0,0.90778,0,0,0,0,0.543879,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-2484432-1939050,0,0,0,0,0.90778,0,0,0,0,0.47475,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-2484432-1939050,0.295831,0,0,0,0.746227,0,0,0.192118,0,0.376764,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-2484432-1939050,0,0,0,0,0.713082,0,0,0.441661,0,0.549624,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-2484432-1939050,0.328132,0,0,0,0.786997,0,0,0.500946,0,0.542117,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-2484432-1939050,0.160192,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-2484432-1939050,0.159724,0,0,0,0.90778,0,0,0,0,0.357074,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-2484432-1939050,-0.051837,0,0,0,0.239926,0,0,0,0,0.357885,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-2484432-1939050,0.17703,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-2484432-1939050,-0.0308,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-2484432-1939050,0.271167,0,0,0,0,0,0,0,0,0.357885,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-2484432-1939050,0,0,0,0,0.90778,0,0,0,0,0.47475,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-2484432-1939050,0.773882,0,0,0,0.90778,0,0,0,0,0.357074,1
http://cmt_en#c-6029021-0998116,http://conference_es#c-2484432-1939050,0.111214,0,0,0,0.283629,0,0,0,0,0.357885,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-2484432-1939050,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-2484432-1939050,0,0,0,0,0.90778,0,0,0,0,0.535332,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-2484432-1939050,0.129453,0,0,0,0.283629,0,0,0,0,0.456978,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-2484432-1939050,0.307106,0,0,0,0.786997,0,0,0,0,0.416108,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-2484432-1939050,0.255078,0,0,0,0.786997,0,0,0.441661,0,0.549624,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-2484432-1939050,0.32346,0,0,0,0.085196,0,0,0,0,0.37924,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-2484432-1939050,0.20052,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-2484432-1939050,0,0,0,0,0.746227,0,0,0,0,0.416108,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-2484432-1939050,0,0,0,0,0.24515,0,0,0,0,0.456978,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-2484432-1939050,0.358742,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-2484432-1939050,0,0,0,0,0.90778,0,0,0,0,0.47475,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-2484432-1939050,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-2484432-1939050,0,0,0,0,0.24515,0,0,0,0,0.456978,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-2484432-1939050,0,0,0,0,0.90778,0,0,0,0,0.431841,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-3217584-2668456,0.272788,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-3217584-2668456,0.35934,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-3217584-2668456,0.24347,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-3217584-2668456,0.293533,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-3217584-2668456,0.427384,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-3217584-2668456,0.300063,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-3217584-2668456,0.1638,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-3217584-2668456,0.32087,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-3217584-2668456,-0.049426,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-3217584-2668456,0.258392,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-3217584-2668456,0.398305,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-3217584-2668456,0.300395,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-3217584-2668456,0.205732,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-3217584-2668456,0.24635,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-3217584-2668456,0.230143,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-3217584-2668456,0.473062,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-3217584-2668456,0.278661,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-3217584-2668456,0.399221,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-3217584-2668456,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-9582010-1155114,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-9582010-1155114,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-9582010-1155114,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-9582010-1155114,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-9582010-1155114,0,0,0,0,0.746227,0,0,0.192118,0,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-9582010-1155114,0,0,0,0,0.713082,0,0,0.441661,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-9582010-1155114,0,0,0,0,0.786997,0,0,0.500946,0,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-9582010-1155114,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-9582010-1155114,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-9582010-1155114,0,0,0,0,0.239926,0,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-9582010-1155114,0,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-9582010-1155114,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-9582010-1155114,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-9582010-1155114,0,0,0,0,0.90778,0,0,0,0,0,0
